"setpoint_db","freq_hz:measured_gain_db"
-65.000000,1800000000.000000:-52.204014;1819995117.187500:-52.617728;1839990234.375000:-51.586947;1859985351.562500:-49.314748;1879980468.750000:-46.143376;1899975585.937500:-41.758347;1919970703.125000:-36.171145;1939965820.312500:-30.215984;1959960937.500000:-25.405482;1979956054.687500:-22.791973;1999951171.875000:-21.892875;2019946289.062500:-21.578045;2039941406.250000:-21.337110;2059936523.437500:-21.213249;2079931640.625000:-21.148129;2099926757.812500:-20.993405;2119921875.000000:-20.914681;2139916992.187500:-21.216288;2159912109.375000:-21.869806;2179907226.562500:-22.447390;2199902343.750000:-22.670812;2219897460.937500:-22.712045;2239892578.125000:-22.857301;2259887695.312500:-23.041593;2279882812.500000:-23.129103;2299877929.687500:-23.326775;2319873046.875000:-23.857709;2339868164.062500:-24.564760;2359863281.250000:-24.932838;2379858398.437500:-24.734881;2399853515.625000:-24.135862;2419848632.812500:-23.351784;2439843750.000000:-23.161079;2459838867.187500:-23.602602;2479833984.375000:-24.163416;2499829101.562500:-24.402478;2519824218.750000:-24.327526;2539819335.937500:-24.424907;2559814453.125000:-24.958866;2579809570.312500:-25.780755;2599804687.500000:-26.534800;2619799804.687500:-27.134609;2639794921.875000:-27.900487;2659790039.062500:-28.995286;2679785156.250000:-30.749591;2679785156.250000:-30.749591
-64.500000,1800000000.000000:-51.604536;1819995117.187500:-52.046081;1839990234.375000:-50.951640;1859985351.562500:-48.430849;1879980468.750000:-45.037028;1899975585.937500:-40.562341;1919970703.125000:-34.949057;1939965820.312500:-28.975769;1959960937.500000:-24.143779;1979956054.687500:-21.509620;1999951171.875000:-20.598560;2019946289.062500:-20.275513;2039941406.250000:-20.023696;2059936523.437500:-19.899179;2079931640.625000:-19.845357;2099926757.812500:-19.703177;2119921875.000000:-19.632048;2139916992.187500:-19.930918;2159912109.375000:-20.575949;2179907226.562500:-21.147902;2199902343.750000:-21.363046;2219897460.937500:-21.391520;2239892578.125000:-21.526267;2259887695.312500:-21.707888;2279882812.500000:-21.803623;2299877929.687500:-22.011767;2319873046.875000:-22.552078;2339868164.062500:-23.254480;2359863281.250000:-23.607586;2379858398.437500:-23.405441;2399853515.625000:-22.844703;2419848632.812500:-22.111445;2439843750.000000:-21.886448;2459838867.187500:-22.272683;2479833984.375000:-22.804486;2499829101.562500:-23.045866;2519824218.750000:-23.008621;2539819335.937500:-23.149075;2559814453.125000:-23.684676;2579809570.312500:-24.467336;2599804687.500000:-25.209805;2619799804.687500:-25.856941;2639794921.875000:-26.686120;2659790039.062500:-27.804586;2679785156.250000:-29.520321;2679785156.250000:-29.520321
-64.000000,1800000000.000000:-50.843474;1819995117.187500:-51.196467;1839990234.375000:-49.982961;1859985351.562500:-47.265967;1879980468.750000:-43.716945;1899975585.937500:-39.194647;1919970703.125000:-33.568588;1939965820.312500:-27.565652;1959960937.500000:-22.698731;1979956054.687500:-20.043401;1999951171.875000:-19.126797;2019946289.062500:-18.804362;2039941406.250000:-18.549732;2059936523.437500:-18.425491;2079931640.625000:-18.381882;2099926757.812500:-18.251965;2119921875.000000:-18.186336;2139916992.187500:-18.485822;2159912109.375000:-19.124965;2179907226.562500:-19.674140;2199902343.750000:-19.848698;2219897460.937500:-19.833270;2239892578.125000:-19.944289;2259887695.312500:-20.130593;2279882812.500000:-20.250605;2299877929.687500:-20.477482;2319873046.875000:-21.018577;2339868164.062500:-21.693430;2359863281.250000:-22.005627;2379858398.437500:-21.782455;2399853515.625000:-21.256653;2419848632.812500:-20.588927;2439843750.000000:-20.346924;2459838867.187500:-20.668004;2479833984.375000:-21.159129;2499829101.562500:-21.414051;2519824218.750000:-21.425297;2539819335.937500:-21.597764;2559814453.125000:-22.115996;2579809570.312500:-22.849308;2599804687.500000:-23.573717;2619799804.687500:-24.267193;2639794921.875000:-25.141777;2659790039.062500:-26.257233;2679785156.250000:-27.926454;2679785156.250000:-27.926454
-63.500000,1800000000.000000:-50.228495;1819995117.187500:-50.574320;1839990234.375000:-49.300559;1859985351.562500:-46.388560;1879980468.750000:-42.667349;1899975585.937500:-38.069469;1919970703.125000:-32.423351;1939965820.312500:-26.409674;1959960937.500000:-21.530892;1979956054.687500:-18.863053;1999951171.875000:-17.934790;2019946289.062500:-17.601297;2039941406.250000:-17.336761;2059936523.437500:-17.216748;2079931640.625000:-17.189353;2099926757.812500:-17.079137;2119921875.000000:-17.029696;2139916992.187500:-17.333214;2159912109.375000:-17.966927;2179907226.562500:-18.507912;2199902343.750000:-18.671429;2219897460.937500:-18.641959;2239892578.125000:-18.741746;2259887695.312500:-18.924832;2279882812.500000:-19.052584;2299877929.687500:-19.294608;2319873046.875000:-19.851481;2339868164.062500:-20.533730;2359863281.250000:-20.840329;2379858398.437500:-20.612743;2399853515.625000:-20.107148;2419848632.812500:-19.471916;2439843750.000000:-19.199938;2459838867.187500:-19.469729;2479833984.375000:-19.930323;2499829101.562500:-20.180653;2519824218.750000:-20.209848;2539819335.937500:-20.402661;2559814453.125000:-20.912639;2579809570.312500:-21.609230;2599804687.500000:-22.323375;2619799804.687500:-23.055086;2639794921.875000:-23.971211;2659790039.062500:-25.091453;2679785156.250000:-26.719214;2679785156.250000:-26.719214
-63.000000,1800000000.000000:-49.353909;1819995117.187500:-49.580203;1839990234.375000:-48.223996;1859985351.562500:-45.209392;1879980468.750000:-41.364598;1899975585.937500:-36.674587;1919970703.125000:-30.969281;1939965820.312500:-24.940128;1959960937.500000:-20.079260;1979956054.687500:-17.416269;1999951171.875000:-16.477064;2019946289.062500:-16.122913;2039941406.250000:-15.842206;2059936523.437500:-15.728458;2079931640.625000:-15.712324;2099926757.812500:-15.620274;2119921875.000000:-15.601393;2139916992.187500:-15.916652;2159912109.375000:-16.521951;2179907226.562500:-17.029742;2199902343.750000:-17.176988;2219897460.937500:-17.138950;2239892578.125000:-17.238238;2259887695.312500:-17.434637;2279882812.500000:-17.576971;2299877929.687500:-17.824681;2319873046.875000:-18.395732;2339868164.062500:-19.104891;2359863281.250000:-19.441664;2379858398.437500:-19.224998;2399853515.625000:-18.717720;2419848632.812500:-18.087328;2439843750.000000:-17.794287;2459838867.187500:-18.033489;2479833984.375000:-18.487226;2499829101.562500:-18.759018;2519824218.750000:-18.811860;2539819335.937500:-18.999660;2559814453.125000:-19.481113;2579809570.312500:-20.153618;2599804687.500000:-20.866194;2619799804.687500:-21.616373;2639794921.875000:-22.529568;2659790039.062500:-23.620999;2679785156.250000:-25.205924;2679785156.250000:-25.205924
-62.500000,1800000000.000000:-48.398645;1819995117.187500:-48.481961;1839990234.375000:-47.010037;1859985351.562500:-43.871346;1879980468.750000:-39.927868;1899975585.937500:-35.205203;1919970703.125000:-29.499066;1939965820.312500:-23.465694;1959960937.500000:-18.588580;1979956054.687500:-15.898601;1999951171.875000:-14.935062;2019946289.062500:-14.561571;2039941406.250000:-14.270916;2059936523.437500:-14.164435;2079931640.625000:-14.169549;2099926757.812500:-14.110191;2119921875.000000:-14.121110;2139916992.187500:-14.445590;2159912109.375000:-15.036458;2179907226.562500:-15.515266;2199902343.750000:-15.625539;2219897460.937500:-15.544534;2239892578.125000:-15.608193;2259887695.312500:-15.799689;2279882812.500000:-15.966112;2299877929.687500:-16.250628;2319873046.875000:-16.857465;2339868164.062500:-17.578756;2359863281.250000:-17.908390;2379858398.437500:-17.677056;2399853515.625000:-17.157397;2419848632.812500:-16.535258;2439843750.000000:-16.224415;2459838867.187500:-16.430031;2479833984.375000:-16.869425;2499829101.562500:-17.150697;2519824218.750000:-17.225247;2539819335.937500:-17.428245;2559814453.125000:-17.906329;2579809570.312500:-18.557788;2599804687.500000:-19.266686;2619799804.687500:-20.044471;2639794921.875000:-20.970953;2659790039.062500:-22.048098;2679785156.250000:-23.601397;2679785156.250000:-23.601397
-62.000000,1800000000.000000:-47.402512;1819995117.187500:-47.337703;1839990234.375000:-45.784148;1859985351.562500:-42.586686;1879980468.750000:-38.589781;1899975585.937500:-33.860629;1919970703.125000:-28.161827;1939965820.312500:-22.105924;1959960937.500000:-17.189464;1979956054.687500:-14.468030;1999951171.875000:-13.489071;2019946289.062500:-13.104292;2039941406.250000:-12.809744;2059936523.437500:-12.718183;2079931640.625000:-12.750631;2099926757.812500:-12.715599;2119921875.000000:-12.746370;2139916992.187500:-13.085808;2159912109.375000:-13.672591;2179907226.562500:-14.116058;2199902343.750000:-14.164482;2219897460.937500:-14.020827;2239892578.125000:-14.045258;2259887695.312500:-14.237859;2279882812.500000:-14.445407;2299877929.687500:-14.778031;2319873046.875000:-15.410602;2339868164.062500:-16.125845;2359863281.250000:-16.431125;2379858398.437500:-16.182346;2399853515.625000:-15.670454;2419848632.812500:-15.073444;2439843750.000000:-14.747678;2459838867.187500:-14.912269;2479833984.375000:-15.327223;2499829101.562500:-15.619188;2519824218.750000:-15.731940;2539819335.937500:-15.969042;2559814453.125000:-16.451851;2579809570.312500:-17.086905;2599804687.500000:-17.791762;2619799804.687500:-18.595596;2639794921.875000:-19.547937;2659790039.062500:-20.619751;2679785156.250000:-22.146335;2679785156.250000:-22.146335
-61.500000,1800000000.000000:-46.377746;1819995117.187500:-46.130009;1839990234.375000:-44.454904;1859985351.562500:-41.185942;1879980468.750000:-37.125480;1899975585.937500:-32.367528;1919970703.125000:-26.677736;1939965820.312500:-20.635177;1959960937.500000:-15.708757;1979956054.687500:-12.956080;1999951171.875000:-11.944587;2019946289.062500:-11.537388;2039941406.250000:-11.238809;2059936523.437500:-11.161374;2079931640.625000:-11.213835;2099926757.812500:-11.205707;2119921875.000000:-11.263683;2139916992.187500:-11.615437;2159912109.375000:-12.190917;2179907226.562500:-12.595906;2199902343.750000:-12.584148;2219897460.937500:-12.374780;2239892578.125000:-12.350632;2259887695.312500:-12.527548;2279882812.500000:-12.758024;2299877929.687500:-13.144190;2319873046.875000:-13.834479;2339868164.062500:-14.576289;2359863281.250000:-14.873324;2379858398.437500:-14.597864;2399853515.625000:-14.057738;2419848632.812500:-13.454421;2439843750.000000:-13.111552;2459838867.187500:-13.246736;2479833984.375000:-13.650448;2499829101.562500:-13.952246;2519824218.750000:-14.085976;2539819335.937500:-14.340716;2559814453.125000:-14.823501;2579809570.312500:-15.444339;2599804687.500000:-16.153270;2619799804.687500:-16.991660;2639794921.875000:-17.965100;2659790039.062500:-19.031713;2679785156.250000:-20.531601;2679785156.250000:-20.531601
-61.000000,1800000000.000000:-45.206271;1819995117.187500:-44.830411;1839990234.375000:-43.132706;1859985351.562500:-39.858220;1879980468.750000:-35.751984;1899975585.937500:-30.930354;1919970703.125000:-25.189569;1939965820.312500:-19.134043;1959960937.500000:-14.216117;1979956054.687500:-11.457360;1999951171.875000:-10.430583;2019946289.062500:-10.005875;2039941406.250000:-9.694138;2059936523.437500:-9.615250;2079931640.625000:-9.677891;2099926757.812500:-9.688332;2119921875.000000:-9.775304;2139916992.187500:-10.149352;2159912109.375000:-10.711505;2179907226.562500:-11.080275;2199902343.750000:-11.037110;2219897460.937500:-10.803159;2239892578.125000:-10.760225;2259887695.312500:-10.936379;2279882812.500000:-11.186058;2299877929.687500:-11.607904;2319873046.875000:-12.349808;2339868164.062500:-13.145195;2359863281.250000:-13.480429;2379858398.437500:-13.209465;2399853515.625000:-12.639118;2419848632.812500:-12.007039;2439843750.000000:-11.635827;2459838867.187500:-11.754318;2479833984.375000:-12.167767;2499829101.562500:-12.490830;2519824218.750000:-12.634558;2539819335.937500:-12.878723;2559814453.125000:-13.346109;2579809570.312500:-13.958235;2599804687.500000:-14.674919;2619799804.687500:-15.530425;2639794921.875000:-16.503923;2659790039.062500:-17.556168;2679785156.250000:-19.036544;2679785156.250000:-19.036544
-60.500000,1800000000.000000:-43.950860;1819995117.187500:-43.435286;1839990234.375000:-41.711964;1859985351.562500:-38.449371;1879980468.750000:-34.333629;1899975585.937500:-29.466201;1919970703.125000:-23.643385;1939965820.312500:-17.524830;1959960937.500000:-12.599893;1979956054.687500:-9.858487;1999951171.875000:-8.833371;2019946289.062500:-8.398002;2039941406.250000:-8.085580;2059936523.437500:-8.015452;2079931640.625000:-8.077074;2099926757.812500:-8.081265;2119921875.000000:-8.187195;2139916992.187500:-8.596665;2159912109.375000:-9.157123;2179907226.562500:-9.482143;2199902343.750000:-9.407780;2219897460.937500:-9.171299;2239892578.125000:-9.128744;2259887695.312500:-9.311938;2279882812.500000:-9.587676;2299877929.687500:-10.032508;2319873046.875000:-10.795235;2339868164.062500:-11.624839;2359863281.250000:-12.003120;2379858398.437500:-11.769439;2399853515.625000:-11.194273;2419848632.812500:-10.523777;2439843750.000000:-10.098400;2459838867.187500:-10.167699;2479833984.375000:-10.568360;2499829101.562500:-10.912743;2519824218.750000:-11.071026;2539819335.937500:-11.296539;2559814453.125000:-11.723800;2579809570.312500:-12.301117;2599804687.500000:-13.024607;2619799804.687500:-13.917846;2639794921.875000:-14.905574;2659790039.062500:-15.939395;2679785156.250000:-17.387631;2679785156.250000:-17.387631
-60.000000,1800000000.000000:-42.641802;1819995117.187500:-41.906759;1839990234.375000:-40.099414;1859985351.562500:-36.847923;1879980468.750000:-32.768916;1899975585.937500:-27.953180;1919970703.125000:-22.157668;1939965820.312500:-15.998907;1959960937.500000:-11.000450;1979956054.687500:-8.226763;1999951171.875000:-7.203045;2019946289.062500:-6.786094;2039941406.250000:-6.507636;2059936523.437500:-6.463522;2079931640.625000:-6.540877;2099926757.812500:-6.549064;2119921875.000000:-6.645848;2139916992.187500:-7.058610;2159912109.375000:-7.630215;2179907226.562500:-7.939717;2199902343.750000:-7.809009;2219897460.937500:-7.507955;2239892578.125000:-7.419472;2259887695.312500:-7.583012;2279882812.500000:-7.877957;2299877929.687500:-8.380826;2319873046.875000:-9.211567;2339868164.062500:-10.083747;2359863281.250000:-10.468655;2379858398.437500:-10.223936;2399853515.625000:-9.644791;2419848632.812500:-8.992893;2439843750.000000:-8.559782;2459838867.187500:-8.588228;2479833984.375000:-8.942075;2499829101.562500:-9.248738;2519824218.750000:-9.395967;2539819335.937500:-9.619292;2559814453.125000:-10.033304;2579809570.312500:-10.593720;2599804687.500000:-11.338830;2619799804.687500:-12.300172;2639794921.875000:-13.352291;2659790039.062500:-14.405483;2679785156.250000:-15.844859;2679785156.250000:-15.844859
-59.500000,1800000000.000000:-41.482405;1819995117.187500:-40.606877;1839990234.375000:-38.749089;1859985351.562500:-35.480490;1879980468.750000:-31.366324;1899975585.937500:-26.528322;1919970703.125000:-20.741606;1939965820.312500:-14.594979;1959960937.500000:-9.584621;1979956054.687500:-6.793600;1999951171.875000:-5.757200;2019946289.062500:-5.334815;2039941406.250000:-5.052000;2059936523.437500:-5.004567;2079931640.625000:-5.079922;2099926757.812500:-5.086369;2119921875.000000:-5.180510;2139916992.187500:-5.590982;2159912109.375000:-6.169339;2179907226.562500:-6.492794;2199902343.750000:-6.373160;2219897460.937500:-6.070100;2239892578.125000:-5.968138;2259887695.312500:-6.118725;2279882812.500000:-6.412408;2299877929.687500:-6.926034;2319873046.875000:-7.787359;2339868164.062500:-8.701052;2359863281.250000:-9.103120;2379858398.437500:-8.841876;2399853515.625000:-8.230433;2419848632.812500:-7.558977;2439843750.000000:-7.114274;2459838867.187500:-7.127789;2479833984.375000:-7.474306;2499829101.562500:-7.783892;2519824218.750000:-7.936453;2539819335.937500:-8.156537;2559814453.125000:-8.564686;2579809570.312500:-9.113730;2599804687.500000:-9.865410;2619799804.687500:-10.858058;2639794921.875000:-11.938090;2659790039.062500:-12.997108;2679785156.250000:-14.425137;2679785156.250000:-14.425137
-59.000000,1800000000.000000:-40.124607;1819995117.187500:-39.135962;1839990234.375000:-37.289150;1859985351.562500:-34.068583;1879980468.750000:-29.960557;1899975585.937500:-25.080725;1919970703.125000:-19.232381;1939965820.312500:-13.050899;1959960937.500000:-8.047180;1979956054.687500:-5.272128;1999951171.875000:-4.240939;2019946289.062500:-3.805461;2039941406.250000:-3.508157;2059936523.437500:-3.456783;2079931640.625000:-3.523399;2099926757.812500:-3.516092;2119921875.000000:-3.605627;2139916992.187500:-4.012291;2159912109.375000:-4.570581;2179907226.562500:-4.872459;2199902343.750000:-4.756664;2219897460.937500:-4.479658;2239892578.125000:-4.409084;2259887695.312500:-4.586193;2279882812.500000:-4.886092;2299877929.687500:-5.374461;2319873046.875000:-6.212599;2339868164.062500:-7.145892;2359863281.250000:-7.598393;2379858398.437500:-7.376439;2399853515.625000:-6.757848;2419848632.812500:-6.051331;2439843750.000000:-5.580536;2459838867.187500:-5.589655;2479833984.375000:-5.950110;2499829101.562500:-6.278900;2519824218.750000:-6.444931;2539819335.937500:-6.659041;2559814453.125000:-7.043830;2579809570.312500:-7.575786;2599804687.500000:-8.339153;2619799804.687500:-9.372086;2639794921.875000:-10.480916;2659790039.062500:-11.535278;2679785156.250000:-12.947224;2679785156.250000:-12.947224
